Student_ID,Student_Name,Batch_Year,Year_of_Study,Programme,Department,Mess_Hall_Assigned,Home_State,Home_Region,Dietary_Preference,Non_Veg_Frequency,Veg_Preference_Strength,Food_Allergy,Mess_Plan_Type,Monthly_Mess_Fee_INR,Registration_Date,Exit_Date,Is_Active,Avg_Attendance_Rate,Avg_Taste_Rating_Given,Preferred_Cuisine,Feedback_Participation_Rate,Scholarship_Holder,Hometown_Distance_km
S2744,Odika Vohra,2022,4,B.Tech,CE,MH_A,Tripura,Northeast,NV,Weekly_Once,,,Full_Board,3659,2022-07-18,,True,1.1975081301859907,2.16,North_Indian,0.134,False,134.0
S2745,Shaurya Bhardwaj,2022,4,B.Tech,CH,MH_A,Maharashtra,West,Veg,,Strict,None,Full_Board,3763,02/07/2022,,True,0.724,3.79,,0.094,False,354.0
S2746,Gagan Sule,2022,4,B.Tech,ECE,MH_B,Himachal Pradesh,Northeast,Non_Veg,Weekly_Once,,,Full_Board,3841,2022-07-02,,True,0.764,4.33,Continental,0.559,True,1094.0
S2747,Prisha Nadig,2022,4,B.Tech,CSE,MH_A,Gujarat,West,Veg,,Flexible,None,Lunch_Dinner,3572,2022-07-19,,True,0.61,3.46,,0.329,False,364.0
S2748,Irya Dayal,2022,4,B.Tech,ME,MH_B,Tamil Nadu,South,non_veg,Daily,,None,Custom,3500,2022-07-06,,True,0.528,4.09,North_Indian,0.05,,250.0
S2749,Zinal Tank,2022,4,B.Tech,CH,MH_G,Bihar,North,Veg,,Strict,,Lunch_Dinner,3533,"July 09, 2022",,True,0.832,1.39,South_Indian,0.225,False,161.0
S2750,Pranit Kaul,2022,4,B.Tech,Other,MH_B,Jammu & Kashmir,North,Non_Veg,Daily,,Others,Full_Board,3500,2022-07-16,,True,0.836,2.34,,0.664,False,532.0
S2751,Rishi Agarwal,2022,4,B.Tech,CSE,MH_B,Uttarakhand,North,Veg,,Strict,Gluten,Custom,3503,2022-07-04,,True,0.802,3.38,Continental,0.249,False,1010.0
S2752,Arjun Shroff,2022,4,B.Tech,CSE,MH_B,Rajasthan,North,Veg,,Strict,,Lunch_Dinner,3742,09/07/2022,,True,0.632,2.57,North_Indian,0.359,False,1970.0
S2753,Sarthak Sachdeva,2022,4,B.Tech,BT,MH_G,Jammu & Kashmir,North,Veg,,Strict,None,Full_Board,3885,08/07/2022,,True,0.793,2.96,North_Indian,0.363,,182.0
S2754,Chakradev Nath,2022,4,B.Tech,BT,MH_A,Tamil Nadu,South,Non_Veg,Alternate_Days,,,Full_Board,3634,14/07/2022,,True,0.371,2.71,Continental,0.187,True,430.0
S2755,Simon Apte,2022,4,B.Tech,EE,MH_G,Maharashtra,West,NV,Alternate_Days,,None,Full_Board,4076,2022-07-13,,True,0.776,3.08,South_Indian,0.333,False,87.0
S2756,Baghyawati Kumar,2022,4,B.Tech,CH,MH_A,Rajasthan,North,pure-veg,,Flexible,None,Breakfast_Only,3806,2022-07-18,,True,0.676,3.39,North_Indian,0.363,,975.0
S2757,Darika Mital,2022,4,B.Tech,ME,MH_B,West Bengal,East,Non_Veg,Alternate_Days,,Others,Lunch_Dinner,3815,2022-07-09,,True,0.582,5.0,North_Indian,0.113,,1157.0
S2758,Abeer Comar,2022,4,B.Tech,EE,MH_B,West Bengal,East,Veg,,Strict,,Breakfast_Only,3664,2022-07-16,,True,0.865,3.66,North_Indian,0.13,False,650.0
S2759,Harita Randhawa,2022,4,B.Tech,ME,MH_A,West Bengal,East,Non_Veg,Weekly_Once,,None,Custom,3944,2022-07-08,,True,0.545,3.24,South_Indian,0.165,True,769.0
S2760,Parth Hari,2022,4,B.Tech,ME,MH_G,Kerala,South,Non_Veg,Alternate_Days,,,Full_Board,3525,"July 14, 2022",,True,0.643,2.99,South_Indian,0.541,False,89.0
S2761,Hamsini Srinivas,2022,4,B.Tech,CSE,MH_B,Uttar Pradesh,North,Veg,,Flexible,,Full_Board,3608,2022-07-14,,True,0.67,2.54,South_Indian,0.462,False,1056.0
S2762,Balendra Deshpande,2022,4,B.Tech,EE,MH_B,Uttar Pradesh,North,Vegan,,,None,Full_Board,3652,2022-07-09,,True,0.681,3.86,,0.07,,359.0
S2763,Nachiket Sharma,2022,4,B.Tech,ME,MH_G,Madhya Pradesh,Central,Veg,,Strict,None,Full_Board,3529,2022-07-13,,True,0.784,4.22,South_Indian,0.139,True,776.0
S2764,Turvi Sachdev,2022,4,M.Tech,EE,MH_A,Uttar Pradesh,South,Veg,,Strict,None,Lunch_Dinner,3844,"July 08, 2022",,True,0.3,3.13,North_Indian,0.477,True,152.0
S2765,Chandani Mutti,2022,4,B.Tech,EE,MH_B,Haryana,North,Non_Veg,Alternate_Days,,,Full_Board,3724,2022-07-11,,True,0.43,3.12,North_Indian,0.179,True,219.0
S2766,Sathvik Narula,2022,4,B.Tech,CSE,MH_A,Tamil Nadu,South,Veg,,Indifferent,None,Breakfast_Only,3500,"July 04, 2022",,True,0.775,3.93,,0.634,,407.0
S2767,Dominic Dixit,2022,4,PhD,ME,MH_B,Gujarat,West,Non_Veg,Rarely,,None,Custom,3665,"July 19, 2022",,True,0.738,3.01,North_Indian,0.706,,1060.0
S2768,Azaan Nori,2022,4,B.Tech,EE,MH_A,Kerala,South,Non_Veg,Alternate_Days,,Lactose,Full_Board,3500,2022-07-02,,True,0.652,3.45,North_Indian,0.255,False,88.0
S2769,Noah Ramachandran,2022,4,B.Tech,Other,MH_G,Telangana,South,Non_Veg,Rarely,,,Full_Board,3625,"July 18, 2022",,True,0.653,4.79,No_Preference,0.759,False,435.0
S2770,Jackson Morar,2022,4,B.Tech,BT,MH_B,West Bengal,East,Veg,,Strict,None,Custom,3500,2022-07-10,,True,0.655,4.02,,0.384,True,126.0
S2771,Azad Magar,2022,4,M.Tech,EE,MH_A,Tamil Nadu,South,Non_Veg,Alternate_Days,,None,Full_Board,3567,2022-07-19,,True,0.645,2.95,South_Indian,0.695,False,73.0
S2772,Gabriel Taneja,2022,4,PhD,ME,MH_A,Uttar Pradesh,North,Veg,,Strict,,Full_Board,3917,2022-07-05,,True,0.72,4.55,North_Indian,0.365,,1869.0
S2773,Kamya Seth,2022,4,B.Tech,ME,MH_G,Uttar Pradesh,North,Veg,,Indifferent,None,Lunch_Dinner,3657,2022-07-04,,True,0.964,2.88,,0.092,True,1735.0
S2774,Tarak Vohra,2022,4,B.Tech,ECE,MH_G,Uttar Pradesh,North,Veg,,Strict,Gluten,Full_Board,3729,08/07/2022,,True,0.843,2.11,,0.757,False,804.0
S2775,Parth Choudhury,2022,4,M.Tech,CE,MH_G,West Bengal,East,Veg,,Strict,None,Full_Board,3784,2022-07-03,,True,0.614,3.4,South_Indian,0.419,False,688.0
S2776,Baljiwan Jaggi,2022,4,B.Tech,EE,MH_A,Kerala,South,Veg,,Flexible,Lactose,Lunch_Dinner,3698,"July 18, 2022",,True,0.565,3.52,South_Indian,0.704,False,180.0
S2777,Sachi Toor,2022,4,B.Tech,ECE,MH_A,Uttar Pradesh,North,Veg,,Strict,Nut,Custom,3787,"July 09, 2022",,True,0.468,2.57,,0.083,,53.0
S2778,Vasudha Tella,2022,4,B.Tech,EE,MH_G,Maharashtra,West,Non_Veg,Daily,,None,Full_Board,3500,06/07/2022,,True,0.794,3.49,South_Indian,0.401,False,480.0
S2779,Ranveer Oak,2022,4,B.Tech,Other,MH_B,Tamil Nadu,South,Non_Veg,Weekly_Once,,,Lunch_Dinner,3800,"July 19, 2022",,True,0.746,3.05,South_Indian,0.459,,440.0
S2780,Dayita Narang,2022,4,B.Tech,CSE,MH_B,Tamil Nadu,South,Veg,,Flexible,,Full_Board,3743,"July 12, 2022",,True,0.548,3.2,No_Preference,0.187,True,210.0
S2781,Guneet Varty,2022,4,PhD,CH,MH_A,Madhya Pradesh,Central,Non_Veg,Weekly_Once,,None,Full_Board,3500,2022-07-11,,True,0.885,4.13,,0.053,,56.0
S2782,Samesh Bansal,2022,4,M.Tech,CSE,MH_B,Bihar,North,Veg,,Indifferent,None,Lunch_Dinner,3907,2022-07-02,,True,0.749,2.37,South_Indian,0.604,False,2052.0
S2783,Lila Vig,2022,4,B.Tech,CSE,MH_G,Assam,Northeast,Non_Veg,Alternate_Days,,None,Lunch_Dinner,3878,2022-07-19,,True,0.743,3.42,,0.234,True,91.0
S2784,Aayush Mukhopadhyay,2022,4,PhD,EE,MH_B,Rajasthan,North,veg,,Strict,,Full_Board,3713,06/07/2022,,True,0.79,3.02,North_Indian,0.695,True,354.0
S2785,Gagan Nath,2022,4,B.Tech,CE,MH_B,Bihar,North,Veg,,Strict,Lactose,Full_Board,3736,2022-07-03,,True,0.493,3.25,North_Indian,0.583,True,460.0
S2786,Chakradhar Chauhan,2022,4,B.Tech,Other,MH_B,Gujarat,West,Veg,,Strict,Gluten,Full_Board,3635,2022-07-17,,True,0.729,4.21,No_Preference,0.401,False,364.0
S2787,Arin Muni,2022,4,PhD,ECE,MH_B,Nagaland,Northeast,Non_Veg,Weekly_Once,,None,Custom,3847,14/07/2022,,True,0.639,4.99,No_Preference,0.073,,142.0
S2788,Ekani Iyer,2022,4,B.Tech,BT,MH_B,Gujarat,West,Veg,,Indifferent,None,Full_Board,3642,19/07/2022,,True,0.807,2.17,No_Preference,0.05,False,705.0
S2789,Bhavini Malhotra,2022,4,B.Tech,EE,MH_B,Jharkhand,East,Veg,,Strict,None,Full_Board,3834,06/07/2022,,True,0.711,3.92,South_Indian,0.383,False,244.0
S2790,Ridhi Dalal,2022,4,B.Tech,CSE,MH_B,Uttar Pradesh,North,Veg,,Strict,,Full_Board,3640,2022-07-16,,True,0.805,2.77,South_Indian,0.24,False,948.0
S2791,Manthan Dugar,2022,4,B.Tech,CH,MH_G,TN,South,Non_Veg,Daily,,None,Full_Board,3824,2022-07-14,,True,0.501,3.62,,0.341,False,150.0
S2792,Ishwar Aurora,2022,4,B.Tech,CSE,MH_A,Andhra Pradesh,South,Veg,,Strict,None,Full_Board,3841,"July 01, 2022",,True,0.504,4.11,South_Indian,0.141,,104.0
S2793,Samuel Palla,2022,4,B.Tech,CSE,MH_B,Tamil Nadu,South,Non_Veg,Rarely,,,Full_Board,3827,"July 15, 2022",,True,0.343,3.3,North_Indian,0.253,False,798.0
S2794,Anika Dhaliwal,2022,4,PhD,CE,MH_A,Delhi,North,Veg,,Strict,None,Full_Board,4087,14/07/2022,,True,0.718,3.89,South_Indian,0.239,,1785.0
S2795,Yash Garg,2022,4,B.Tech,Other,MH_A,Uttar Pradesh,North,Veg,,Strict,Lactose,Full_Board,3500,18/07/2022,,True,0.647,2.5,North_Indian,0.13,False,449.0
S2796,Deepa Nigam,2022,4,B.Tech,CSE,MH_B,West Bengal,East,Non_Veg,Weekly_Once,,None,Full_Board,3500,"July 06, 2022",,True,0.781,3.43,,0.596,True,882.0
S2797,Chandresh De,2022,4,PhD,BT,MH_B,Telangana,South,Non_Veg,Alternate_Days,,None,Custom,3500,09/07/2022,,True,0.703,5.0,,0.762,False,123.0
S2798,Urishilla Bedi,2022,4,B.Tech,CSE,MH_B,Maharashtra,West,Non_Veg,Weekly_Once,,None,Lunch_Dinner,3519,2022-07-04,,True,0.846,3.74,No_Preference,0.05,,322.0
S2799,Leela Bhagat,2022,4,B.Tech,ME,MH_B,Punjab,North,Veg,,Strict,None,Full_Board,3510,2022-07-10,,True,0.781,3.7,North_Indian,0.428,False,998.0
S2800,Pooja Ramanathan,2022,4,B.Tech,Other,MH_B,Bihar,North,Veg,,Strict,,Full_Board,3755,"July 06, 2022",,True,0.719,3.91,North_Indian,0.403,True,353.0
S2801,Sanaya Parekh,2022,4,B.Tech,Other,MH_G,Maharashtra,West,Veg,,Flexible,,Full_Board,3711,2022-07-06,,True,0.749,2.31,,0.482,False,315.0
S2802,Gaurangi Hora,2022,4,M.Tech,ECE,MH_A,Rajasthan,North,Veg,,Flexible,None,Full_Board,3862,18/07/2022,,True,0.803,2.83,South_Indian,0.529,,803.0
S2803,Udyati Deep,2022,4,B.Tech,CSE,MH_A,Assam,Northeast,Eggetarian,Weekly_Once,,,Custom,3801,"July 17, 2022",,True,0.687,3.07,North_Indian,0.23,False,386.0
S2804,Upadhriti Chatterjee,2022,4,B.Tech,ECE,MH_A,Uttar Pradesh,North,Veg,,Strict,,Full_Board,3646,2022-07-18,,True,0.565,3.85,North_Indian,0.179,False,78.0
S2805,Dayita Shroff,2022,4,M.Tech,CSE,MH_B,Karnataka,South,Veg,,Flexible,Gluten,Full_Board,3805,2022-07-14,,True,0.62,3.25,No_Preference,0.452,True,2424.0
S2806,Vincent Kapur,2022,4,M.Tech,CE,MH_B,Tamil Nadu,South,Veg,,Flexible,,Lunch_Dinner,3556,12/07/2022,,True,0.502,2.17,South_Indian,0.813,False,943.0
S2807,Aarna Patla,2022,4,B.Tech,EE,MH_B,Karnataka,South,Non_Veg,Alternate_Days,,None,Custom,3500,"July 13, 2022",,True,0.798,2.86,South_Indian,0.175,False,122.0
S2808,Qadim Narayanan,2022,4,B.Tech,CSE,MH_A,Rajasthan,North,Veg,,Flexible,None,Lunch_Dinner,3614,2022-07-16,,True,0.54,3.68,North_Indian,0.333,False,813.0
S2809,Sudiksha Sura,2022,4,B.Tech,ECE,MH_G,Bihar,North,Veg,,Flexible,None,Full_Board,3530,2022-07-06,,True,0.599,2.82,South_Indian,0.182,True,862.0
S2810,Dhruv Soman,2022,4,B.Tech,ME,MH_A,Uttarakhand,North,Veg,,Strict,,Lunch_Dinner,3500,2022-07-06,,True,0.785,3.1,South_Indian,0.415,,699.0
S2811,Indali Srinivas,2022,4,B.Tech,ME,MH_B,Mizoram,Northeast,Veg,,Flexible,None,Custom,3703,2022-07-02,,True,0.515,3.76,South_Indian,0.181,False,909.0
S2812,Onkar Mandal,2022,4,B.Tech,EE,MH_A,Uttar Pradesh,North,Veg,,Strict,,Lunch_Dinner,3621,2022-07-16,,True,0.783,4.57,North_Indian,0.338,,744.0
S2813,Joshua Trivedi,2022,4,PhD,ME,MH_B,Rajasthan,North,Veg,,Indifferent,Others,Lunch_Dinner,3724,"July 07, 2022",,True,0.795,3.42,,0.347,False,468.0
S2814,Nidra Chhabra,2022,4,M.Tech,CSE,MH_G,Maharashtra,West,Veg,,Flexible,None,Custom,3892,2022-07-10,,True,0.404,4.51,North_Indian,0.253,True,1267.0
S2815,Ekavir Mittal,2022,4,B.Tech,BT,MH_A,Uttar Pradesh,North,Veg,,Strict,,Full_Board,3721,2022-07-05,,True,0.773,4.19,North_Indian,0.488,False,60.0
S2816,Nandini Sachdev,2022,4,B.Tech,EE,MH_A,Maharashtra,West,Non_Veg,Alternate_Days,,None,Full_Board,3762,2022-07-15,,True,0.575,2.24,North_Indian,0.108,False,55.0
S2817,Yagnesh Dutt,2022,4,B.Tech,CSE,MH_A,Rajasthan,North,Veg,,Indifferent,None,Full_Board,3500,2022-07-09,,True,0.744,3.63,,0.326,False,1243.0
S2818,,2022,4,B.Tech,ME,MH_B,Tamil Nadu,South,Non_Veg,Rarely,,,Full_Board,3534,2022-07-09,,True,0.62,1.97,,0.582,False,1459.0
S2819,Leena Bhatti,2022,4,PhD,ME,MH_A,Himachal Pradesh,North,Non_Veg,Alternate_Days,,,Lunch_Dinner,3767,2022-07-05,,True,0.829,4.17,No_Preference,0.466,False,2009.0
S2820,Sathvik Sankar,2022,4,M.Tech,ME,MH_B,Telangana,South,Non_Veg,Weekly_Once,,None,Full_Board,3500,"July 03, 2022",,True,0.801,2.2,,0.481,False,181.0
S2821,Hema Keer,2022,4,B.Tech,ME,MH_A,Uttar Pradesh,North,Veg,,Flexible,Nut,Full_Board,3811,2022-07-10,,True,0.77,2.89,South_Indian,0.081,,309.0
S2822,Faras Sur,2022,4,B.Tech,ECE,MH_B,Madhya Pradesh,Central,Veg,,Strict,Lactose,Lunch_Dinner,3717,2022-07-12,,True,0.762,3.37,South_Indian,0.13,False,274.0
S2823,Ubika Nanda,2022,4,B.Tech,BT,MH_B,Haryana,North,Non_Veg,Weekly_Once,,Nut,Full_Board,3748,2022-07-16,,True,0.925,3.98,North_Indian,0.374,False,112.0
S2824,Sai Goda,2022,4,B.Tech,CSE,MH_A,Rajasthan,North,Veg,,Indifferent,None,Custom,3697,2022-07-19,,True,0.613,3.45,South_Indian,0.074,,84.0
S2825,Nidra Boase,2022,4,M.Tech,BT,MH_A,Rajasthan,North,Veg,,Indifferent,None,Full_Board,3717,03/07/2022,,True,0.817,3.48,No_Preference,0.416,True,3000.0
S2826,Ladli Narang,2022,4,B.Tech,ECE,MH_A,Punjab,North,Veg,,Strict,None,Full_Board,3701,"July 10, 2022",,True,0.68,2.4,South_Indian,0.208,False,240.0
S2827,Darsh Chana,2022,4,B.Tech,ECE,MH_A,Maharashtra,West,Veg,,Flexible,,Lunch_Dinner,3514,"July 06, 2022",,True,0.76,3.41,South_Indian,0.569,False,288.0
S2828,Liam Acharya,2022,4,PhD,CSE,MH_A,Telangana,South,Veg,,Strict,None,Full_Board,3607,18/07/2022,,True,0.757,3.33,North_Indian,0.204,True,776.0
S2829,Manthan Sethi,2022,4,M.Tech,CE,MH_G,Uttar Pradesh,North,Veg,,Flexible,None,Custom,3658,04/07/2022,,True,0.77,2.49,,0.658,False,501.0
S2830,Madhavi Sekhon,2022,4,PhD,ECE,MH_G,Maharashtra,West,Veg,,Flexible,,Full_Board,3574,2022-07-04,,True,0.691,3.82,South_Indian,0.249,,449.0
S2831,Samesh Nadig,2022,4,M.Tech,BT,MH_B,Bihar,North,Veg,,Indifferent,,Full_Board,3500,19/07/2022,,True,0.56,2.13,No_Preference,0.139,,105.0
S2832,Daksha Saran,2022,4,B.Tech,CE,MH_A,Andhra Pradesh,South,Non_Veg,Alternate_Days,,None,Full_Board,3500,"July 14, 2022",,True,0.804,3.42,No_Preference,0.306,False,555.0
S2833,Gaurav Anand,2022,4,B.Tech,EE,MH_A,Maharashtra,West,veg,,Strict,None,Lunch_Dinner,3743,14/07/2022,,True,0.627,3.11,Continental,0.513,False,374.0
S2834,Joshua Menon,2022,4,B.Tech,CE,MH_A,Tamil Nadu,South,Non_Veg,Alternate_Days,,None,Full_Board,3500,2022-07-10,,True,0.707,2.06,,0.165,False,279.0
S2835,Kala Bera,2022,4,B.Tech,CE,MH_B,Madhya Pradesh,Central,Veg,,Indifferent,Lactose,Full_Board,3667,2022-07-09,,True,0.817,3.65,North_Indian,0.605,,832.0
S2836,Jagrati Choudhary,2022,4,B.Tech,Other,MH_A,Maharashtra,West,Non_Veg,Daily,,,Full_Board,3629,2022-07-09,,True,0.46,2.8,No_Preference,0.529,,1070.0
S2837,Azaan Keer,2022,4,M.Tech,EE,MH_B,Kerala,South,Non_Veg,Daily,,None,Breakfast_Only,3827,2022-07-01,,True,0.594,2.15,No_Preference,0.464,False,156.0
S2838,Meera Nadkarni,2022,4,B.Tech,ME,MH_A,Rajasthan,North,Non_Veg,Daily,,,Full_Board,3579,2022-07-10,,True,0.881,1.92,South_Indian,0.297,False,475.0
S2839,Nidra Raj,2022,4,B.Tech,CH,MH_A,Manipur,Northeast,Non_Veg,Alternate_Days,,None,Breakfast_Only,3585,12/07/2022,,True,0.689,4.17,North_Indian,0.397,True,275.0
S2840,Siddharth Ghose,2022,4,M.Tech,ECE,MH_G,Chhattisgarh,Central,Veg,,Strict,None,Full_Board,3738,2022-07-11,,True,1.2959508257470194,2.59,North_Indian,0.345,False,811.0
S2841,Liam Guha,2022,4,B.Tech,ECE,MH_G,Tripura,Northeast,Veg,,Flexible,None,Custom,3749,2022-07-15,,True,0.655,3.53,No_Preference,0.394,False,589.0
S2842,Jagvi Sahni,2022,4,M.Tech,CSE,MH_A,Andhra Pradesh,South,Veg,,Indifferent,None,Full_Board,3514,2022-07-11,,True,0.811,1.71,South_Indian,0.35,,86.0
S2843,Bhavya Dass,2022,4,B.Tech,ME,MH_G,Bihar,North,Non_Veg,Daily,,None,Full_Board,3596,2022-07-15,,True,0.527,4.39,North_Indian,0.324,,439.0
S2844,Advay Bora,2022,4,B.Tech,CH,MH_G,Telangana,South,Non_Veg,Weekly_Once,,,Full_Board,3747,2022-07-05,,True,0.837,2.22,Continental,0.8,,260.0
S2845,Maanas Sur,2022,4,B.Tech,ME,MH_B,West Bengal,East,Veg,,Flexible,None,Lunch_Dinner,3861,2022-07-05,,True,0.751,2.53,North_Indian,0.531,False,460.0
S2846,Laban Chad,2022,4,B.Tech,CH,MH_G,Maharashtra,West,Veg,,Strict,Nut,Breakfast_Only,3803,2022-07-09,,True,0.813,4.3,South_Indian,0.492,False,124.0
S2847,Ojasvi Shah,2022,4,B.Tech,BT,MH_B,Uttar Pradesh,North,Eggetarian,Weekly_Once,,None,Full_Board,3624,2022-07-09,,True,0.619,3.85,North_Indian,0.072,False,94.0
S2848,Pranit Sha,2022,4,M.Tech,ECE,MH_B,Andhra Pradesh,South,Vegetarian,,Strict,None,Full_Board,3756,2022-07-12,,True,0.774,3.83,Continental,0.638,False,1299.0
S2849,Shivani Rajagopalan,2022,4,B.Tech,ECE,MH_A,Tamil Nadu,South,NV,Alternate_Days,,None,Full_Board,3695,"July 17, 2022",,True,0.66,3.38,North_Indian,0.082,True,253.0
S2850,Upkaar Grewal,2022,4,B.Tech,ME,MH_G,Odisha,East,Non_Veg,Alternate_Days,,,Full_Board,3660,03/07/2022,,True,0.484,2.54,North_Indian,0.573,False,464.0
S2851,Abhimanyu Tara,2022,4,B.Tech,ME,MH_G,Nagaland,Northeast,Non_Veg,Alternate_Days,,,Full_Board,3559,2022-07-13,,True,1.2900590966003564,2.61,,0.236,False,1034.0
S2852,Yachana Luthra,2022,4,B.Tech,CH,MH_A,Madhya Pradesh,Central,Non_Veg,Alternate_Days,,,Full_Board,3787,12/07/2022,,True,0.407,3.12,North_Indian,0.579,False,247.0
S2853,Jeevika Bandi,2022,4,B.Tech,ECE,MH_B,Uttar Pradesh,North,Eggetarian,Weekly_Once,,,Full_Board,3500,"July 12, 2022",,True,0.735,2.24,North_Indian,0.53,,196.0
S2854,Vasudha Pillay,2022,4,B.Tech,EE,MH_G,Uttar Pradesh,North,Veg,,Indifferent,None,Lunch_Dinner,3738,2022-07-19,,True,0.516,3.3,North_Indian,0.363,False,528.0
S2855,Vasatika Buch,2022,4,B.Tech,EE,MH_G,West Bengal,East,Veg,,Indifferent,,Full_Board,3743,2022-07-06,,True,0.674,4.39,North_Indian,0.102,False,267.0
S2856,Ati Shroff,2022,4,B.Tech,ME,MH_A,Bihar,North,Veg,,Indifferent,None,Full_Board,3663,2022-07-14,,True,0.811,3.23,North_Indian,0.495,False,95.0
S2857,Gaurang Korpal,2022,4,B.Tech,CE,MH_A,Sikkim,Northeast,Non_Veg,Alternate_Days,,None,Full_Board,3738,2022-07-07,,True,0.657,3.17,No_Preference,0.372,True,1257.0
S2858,Faras Zacharia,2022,4,B.Tech,CE,MH_A,Bihar,North,Non_Veg,Alternate_Days,,None,Lunch_Dinner,4083,2022-07-12,,True,0.793,5.0,North_Indian,0.257,False,1402.0
S2859,Chatresh Oza,2022,4,B.Tech,CSE,MH_B,Rajasthan,North,Veg,,Flexible,,Full_Board,3500,2022-07-16,,True,0.556,4.2,No_Preference,0.472,False,331.0
S2860,Upasna Setty,2022,4,M.Tech,EE,MH_B,Rajasthan,North,Veg,,Indifferent,None,Full_Board,3500,2022-07-06,,True,0.785,2.74,North_Indian,0.458,,256.0
S2861,Garima Sama,2022,4,B.Tech,EE,MH_B,Karnataka,South,Veg,,Flexible,,Lunch_Dinner,3500,11/07/2022,,True,1.0,4.31,North_Indian,0.073,False,277.0
S2862,Chaitaly Mann,2022,4,M.Tech,EE,MH_G,Rajasthan,North,Veg,,Strict,,Full_Board,3894,"July 14, 2022",,True,0.889,2.37,North_Indian,0.398,,61.0
S2863,Balendra Modi,2022,4,M.Tech,EE,MH_A,Gujarat,West,Veg,,Flexible,None,Lunch_Dinner,3500,2022-07-01,,True,0.678,3.08,North_Indian,0.272,True,1074.0
S2864,Darsh Solanki,2022,4,PhD,CE,MH_B,West Bengal,East,Veg,,Indifferent,None,Lunch_Dinner,3560,11/07/2022,,True,0.643,4.35,No_Preference,0.653,False,458.0
S2865,Charan Manne,2022,4,B.Tech,ECE,MH_A,Karnataka,South,Veg,,Indifferent,None,Lunch_Dinner,3841,2022-07-08,,True,0.631,3.39,North_Indian,0.155,True,414.0
S2866,Bhavini Sundaram,2022,4,M.Tech,EE,MH_B,Goa,West,non_veg,Weekly_Once,,None,Full_Board,3500,2022-07-03,,True,0.612,3.18,North_Indian,0.137,False,163.0
S2867,Jonathan Tiwari,2022,4,M.Tech,CSE,MH_B,West Bengal,East,Eggetarian,Alternate_Days,,,Breakfast_Only,3853,2022-07-02,,True,0.752,1.85,South_Indian,0.548,False,936.0
S2868,Arunima Krishnan,2022,4,B.Tech,CSE,MH_A,Kerala,South,Non_Veg,Daily,,,Full_Board,3624,2022-07-02,,True,0.883,4.38,North_Indian,0.682,True,52.0
S2869,Avni Maharaj,2022,4,B.Tech,ECE,MH_B,Himachal Pradesh,North,Veg,,Flexible,,Custom,3901,2022-07-03,,True,0.902,2.31,No_Preference,0.234,False,79.0
S2870,Akshay Choudhury,2022,4,B.Tech,ECE,MH_G,Gujarat,West,Eggetarian,Daily,,,Full_Board,3830,2022-07-15,,True,0.778,3.99,No_Preference,0.319,False,1041.0
S2871,Matthew Sekhon,2022,4,B.Tech,EE,MH_B,Uttar Pradesh,North,Veg,,Strict,,Custom,3862,2022-07-11,,True,0.717,2.67,,0.476,,707.0
S2872,Parth Lal,2022,4,M.Tech,CH,MH_A,Maharashtra,West,Non_Veg,Weekly_Once,,None,Full_Board,3853,"July 19, 2022",,True,0.813,3.77,North_Indian,0.835,True,1830.0
S2873,,2022,4,B.Tech,EE,MH_B,Andhra Pradesh,South,Veg,,Strict,None,Full_Board,3915,2022-07-13,,True,0.645,3.24,,0.289,,1625.0
S2874,Vedhika Golla,2022,4,PhD,CSE,MH_B,Kerala,South,Non_Veg,Daily,,,Lunch_Dinner,3969,05/07/2022,,True,0.661,1.8,No_Preference,0.316,False,144.0
S2875,Hemal Chad,2022,4,B.Tech,ECE,MH_B,Manipur,Northeast,Non_Veg,Alternate_Days,,None,Custom,3543,10/07/2022,,True,0.685,2.86,North_Indian,0.378,False,140.0
S2876,Mitesh Tandon,2022,4,B.Tech,CE,MH_A,Haryana,North,Veg,,Flexible,None,Full_Board,3700,05/07/2022,,True,0.699,4.38,North_Indian,0.149,True,251.0
S2877,Leela Khanna,2022,4,B.Tech,ME,MH_B,West Bengal,North,Non_Veg,Rarely,,,Full_Board,3687,2022-07-13,,True,0.837,3.5,North_Indian,0.297,False,569.0
S2878,Oliver Kade,2022,4,PhD,ECE,MH_A,tamilnadu,South,Non_Veg,Weekly_Once,,None,Lunch_Dinner,3554,2022-07-14,,True,0.711,4.03,South_Indian,0.278,,64.0
S2879,Chatura Lalla,2022,4,B.Tech,EE,MH_A,Kerala,South,Non_Veg,Weekly_Once,,Lactose,Full_Board,3815,"July 05, 2022",,True,0.607,4.16,,0.711,,1025.0
S2880,Charles Ganesh,2022,4,M.Tech,BT,MH_B,Rajasthan,North,Non_Veg,Weekly_Once,,,Full_Board,3962,"July 03, 2022",,True,0.653,2.79,No_Preference,0.509,True,1145.0
S2881,Mohini Soni,2022,4,B.Tech,CH,MH_A,Himachal Pradesh,North,Non_Veg,Daily,,,Lunch_Dinner,3687,2022-07-03,,True,0.474,3.48,South_Indian,0.51,False,1057.0
S2882,Vamakshi Walia,2022,4,B.Tech,ME,MH_A,Gujarat,West,Veg,,Strict,,Full_Board,3500,2022-07-05,,True,0.742,3.72,South_Indian,0.497,,222.0
